culture,met,rep,frac_slope
Monoculture,0,0,3.052027035140141e-10
Monoculture,0,1,0.0
Monoculture,0,2,0.0
Monoculture,0,3,0.0
Monoculture,0,4,0.0
Monoculture,0,5,0.0
Monoculture,0,6,0.0
Monoculture,0,7,0.05903657362270158
Monoculture,0,8,0.013300479149367958
Monoculture,0,9,0.0
Monoculture,1,0,0.022969585116672863
Monoculture,1,1,0.0
Monoculture,1,2,0.062134551449741435
Monoculture,1,3,0.12720785340691884
Monoculture,1,4,0.0
Monoculture,1,5,0.013525253054546283
Monoculture,1,6,0.05264378102932012
Monoculture,1,7,0.0
Monoculture,1,8,0.010212457492019543
Monoculture,1,9,0.0
Monoculture,2,0,0.07934166027727198
Monoculture,2,1,0.00167813848014306
Monoculture,2,2,0.11787779565338255
Monoculture,2,3,0.04036247346747001
Monoculture,2,4,0.09482058027644086
Monoculture,2,5,0.08264679426083546
Monoculture,2,6,0.11156244148774289
Monoculture,2,7,0.11091399595438989
Monoculture,2,8,0.037315479413875266
Monoculture,2,9,0.0
Monoculture,3,0,0.0810325703516946
Monoculture,3,1,0.048009545097148214
Monoculture,3,2,0.09131920072279211
Monoculture,3,3,0.0771747482700895
Monoculture,3,4,0.026109784997741275
Monoculture,3,5,0.007197817651962247
Monoculture,3,6,0.12693097245610707
Monoculture,3,7,0.0313452129727751
Monoculture,3,8,0.12390629816677551
Monoculture,3,9,0.07400280842894401
Monoculture,4,0,0.10564016322621317
Monoculture,4,1,0.13635136823905614
Monoculture,4,2,0.09057314428895613
Monoculture,4,3,0.06458459283846218
Monoculture,4,4,0.12348905769456263
Monoculture,4,5,0.12453543842930113
Monoculture,4,6,0.10749658282540651
Monoculture,4,7,0.06073548075680432
Monoculture,4,8,0.09809354765602848
Monoculture,4,9,0.0007117787967665056
Monoculture,5,0,0.01622995775121302
Monoculture,5,1,0.11223495109150221
Monoculture,5,2,0.100688713966915
Monoculture,5,3,0.08160379932838452
Monoculture,5,4,0.10540503834984395
Monoculture,5,5,0.09168840759882504
Monoculture,5,6,0.09118362708506972
Monoculture,5,7,0.12813644098652663
Monoculture,5,8,0.10469579767611233
Monoculture,5,9,0.08165900676351456
Monoculture,6,0,0.14158401261779643
Monoculture,6,1,0.11194704552235196
Monoculture,6,2,0.11410413357399583
Monoculture,6,3,0.08930383069818165
Monoculture,6,4,0.10264255959360456
Monoculture,6,5,0.13542156718317028
Monoculture,6,6,0.07424827132003314
Monoculture,6,7,0.09790174266148924
Monoculture,6,8,0.09395082723955024
Monoculture,6,9,0.07251059515340798
Monoculture,7,0,0.006905836810285296
Monoculture,7,1,0.09609965863103644
Monoculture,7,2,0.1172903688885321
Monoculture,7,3,0.12287567029278025
Monoculture,7,4,0.13070987271553733
Monoculture,7,5,0.12661914100184707
Monoculture,7,6,0.09919701719742748
Monoculture,7,7,0.10028162521057324
Monoculture,7,8,0.08026076633533304
Monoculture,7,9,0.13638347449553673
Monoculture,8,0,0.08883828802974834
Monoculture,8,1,0.0875017085534056
Monoculture,8,2,0.09882810616444399
Monoculture,8,3,0.10221518920392016
Monoculture,8,4,0.11995395178649511
Monoculture,8,5,0.12045508253948711
Monoculture,8,6,0.11508306528807188
Monoculture,8,7,0.11942813571809864
Monoculture,8,8,0.057149745623539104
Monoculture,8,9,0.09795028411022379
Monoculture,9,0,0.10994009103289142
Monoculture,9,1,0.09888997452836878
Monoculture,9,2,0.11873921954333994
Monoculture,9,3,0.10417750967978105
Monoculture,9,4,0.13661686344579474
Monoculture,9,5,0.09128475436254124
Monoculture,9,6,0.13584779829669413
Monoculture,9,7,0.08698384953706285
Monoculture,9,8,0.1272828612776212
Monoculture,9,9,0.09194905804790333
Monoculture,10,0,0.09851058466471843
Monoculture,10,1,0.12011585923596753
Monoculture,10,2,0.11727101573518227
Monoculture,10,3,0.10720387681784031
Monoculture,10,4,0.10251274106617346
Monoculture,10,5,0.11512612314732233
Monoculture,10,6,0.0829477476594477
Monoculture,10,7,0.0798199199787643
Monoculture,10,8,0.13256563368486857
Monoculture,10,9,0.096966104592792
Monoculture,11,0,0.0984328026393264
Monoculture,11,1,0.10374883161532114
Monoculture,11,2,0.10853423934193568
Monoculture,11,3,0.11691293545807313
Monoculture,11,4,0.10599351456913592
Monoculture,11,5,0.13483633536434475
Monoculture,11,6,0.10989498688718201
Monoculture,11,7,0.11330301061307944
Monoculture,11,8,0.12265478986783264
Monoculture,11,9,0.11330229352066176
Monoculture,12,0,0.1133578238691072
Monoculture,12,1,0.12641867680212407
Monoculture,12,2,0.09570646154502992
Monoculture,12,3,0.12152733789574517
Monoculture,12,4,0.11992036116472438
Monoculture,12,5,0.11672367827508115
Monoculture,12,6,0.12520848828663533
Monoculture,12,7,0.1193439019161536
Monoculture,12,8,0.11568558752953909
Monoculture,12,9,0.11461275067326653
Monoculture,13,0,0.10665962616329219
Monoculture,13,1,0.12044498149103533
Monoculture,13,2,0.135722575639009
Monoculture,13,3,0.11596155667913553
Monoculture,13,4,0.08077509709753423
Monoculture,13,5,0.11078841351362345
Monoculture,13,6,0.11231724220416572
Monoculture,13,7,0.10224960185648668
Monoculture,13,8,0.11552650930704216
Monoculture,13,9,0.11817248452439648
